"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C04283V05060","Education Attainment Level","C02076V02508","Age Group","UNIT","VALUE"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","53.9"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","-","All ages","%","83.8"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","82.9"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","88.4"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","86.6"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","90.6"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","85.4"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","85.2"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","86.1"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","83.6"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","79.1"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","54.5"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","-","All ages","%","68.3"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","4251","25 - 54 years","%","70.2"
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20214","2021Q4","2","Female","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","-","All ages","%","78"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","69.1"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","81.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","82.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","83.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","82.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","84.1"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","84"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","78.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","76.1"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","55.9"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","53.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","54"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","55.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","49.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","60.1"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","54.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","62.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","45.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","73.1"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","65.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","73.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","77.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","73.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","76.8"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","80.9"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","82.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","77.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","73.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","57.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","87.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","82.7"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","89.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","90"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","91.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","89.9"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","90.4"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","90.8"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","88"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","86.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","63.2"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","-","All ages","%","72.9"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","4251","25 - 54 years","%","75.6"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","515","50 - 54 years","%","75.9"
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","-","Both sexes","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","-","All ages","%","83.1"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","70.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","81.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","87.3"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","89.1"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","89.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","89.1"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","89.6"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","84.4"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","82.4"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","66"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","64.8"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","64.9"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","63.1"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","56.7"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","72.9"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","66.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","73.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","58.7"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","80.2"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","67.5"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","74.9"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","85.3"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","82.7"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","88.4"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","89.5"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","87.9"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","85.8"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","81.7"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","68"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","-","All ages","%","91.5"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","82.4"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","89.6"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","93.8"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","94.4"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","96.1"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","93.8"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","95.3"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","92.6"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","91.3"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","71.9"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","-","All ages","%","78.3"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","4251","25 - 54 years","%","81.6"
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","1","Male","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","-","All ages","%","73"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","68"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","81.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","77.6"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","77.8"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","76.5"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","79.3"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","78.5"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","72.3"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","69.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","45.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","37.6"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","39.4"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","41.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","45.3"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","36.1"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","45.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","29.4"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","65.6"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","62.5"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","71.3"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","69.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","63.8"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","65.3"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","70.1"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","75.4"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","70.1"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","66.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","47.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","-","All ages","%","84.5"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","83"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","88.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","86.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","88.7"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","85.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","87.7"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","87"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","83.8"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","82.9"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","55.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","-","All ages","%","66.2"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","4251","25 - 54 years","%","67.4"
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20221","2022Q1","2","Female","99","Level of education - not stated","515","50 - 54 years","%",""
